"Release.Date";"Season";"Episode";"Episode.Title";"Name";"Sentence"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"tyrion lannister";"you should consider yourself lucky. at least your balls will not freeze off."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"varys";"you take great offense at dwarf jokes, but love telling eunuch jokes. why is that?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"tyrion lannister";"because i have balls, and you do not."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"i warned you. northerners do not much trust outsiders."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"look at you."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"you are a man."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"bran stark";"almost."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"where is arya?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sansa stark";"lurking somewhere."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"queen daenerys of house targaryen. my sister, sansa stark, the lady of winterfell."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"daenerys targaryen";"thank you for inviting us into your home, lady stark. the north is as beautiful as your brother claimed, as are you."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sansa stark";"winterfell is yours, your grace."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"bran stark";"we do not have time for all this. the night king has your dragon."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"bran stark";"he is one of them now. the wall has fallen, the dead march south."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sansa stark";"as soon as we heard about the wall, i called all our banners to retreat to winterfell. lord umber when can we expect your people to arrive?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"umber";"we need more horses and wagons, if it please my lady."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"umber";"and my lord."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"umber";"and my queen. sorry."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sansa stark";"you will have as many as we can spare. hurry back to last hearth and bring your people here."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"we need to send ravens to the night's watch as . there is no sense in manning the castles anymore. we make our stand here."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"maester wolkan";"at once, your grace."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"lyanna mormont";"your grace."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"lyanna";"but you are not. are you? you left winterfell a king and came back a- i am not sure what you are now."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"lyanna";"a lord? nothing at all?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"it is not important."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"lyanna";"not important? we named you king in the north."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"man";"king of the north!"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"you did, my lady. it was the honor of my life. i will always be grateful for your faith. but when i left winterfell, i told you we need allies or we will die. i have brought those allies home to fight alongside us. i had a choice, keep my crown or protect the north. i chose the north."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"tyrion lannister";"if anyone survives the war to come, we will have jon snow to thank. he risked his life to show us the threat is real. thanks to his courage, we have brought with us the greatest army the world has ever seen. we have brought two full-grown dragons. and soon, the lannister army will ride north to join our ."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"tyrion lannister";"i know, i know, our people have not been friends in the past. but we must fight together now or die."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sansa stark";"may i ask, how are we meant to feed the greatest army the world has ever seen? while i ensured our stores would last through winter, i did not account for dothraki, unsullied and two full-grown dragons. what do dragons eat, anyway?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"daenerys targaryen";"whatever they want."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"gendry baratheon";"hey, careful, lads. we need every last bit of it."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"man";"sorry 'bout that."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"gendry baratheon";"are these the last of the wagons?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"man";"aye."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"gendry baratheon";"all right, let us get it all to the forges."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"tyrion lannister";"my lord. my lady."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"royce";"my lady."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"tyrion lannister";"the lady of winterfell. has a nice ring to it."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sansa stark";"so does hand of the queen. depending on the queen, i suppose."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"tyrion lannister";"last time we spoke was at joffrey's wedding. miserable affair."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sansa stark";"it had  moments."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sansa stark";"apologies for leaving like that."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"tyrion lannister";"yes, it was a bit hard to explain why my wife fled moments after the king's murder."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sansa stark";"we both survived."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"tyrion lannister";"many underestimated you. most of them are dead now."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"tyrion lannister";"i am sure you  not thrilled to hear the lannister army's marching north. you have every right to be fearful of my sister. no one fears her more than i do. but i promise, you will be safe-"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sansa stark";"cersei told you her army was coming north to fight for you?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"tyrion lannister";"she did."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sansa stark";"and you believed her?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"tyrion lannister";"she has something to live for now. i believe she wants to survive."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sansa stark";"i used to think you  the cleverest man alive."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"arya stark";"you used to be taller."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"how did you sneak up on me?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"arya stark";"how did you survive a knife through the heart?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"i did not."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"you still have it."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"arya stark";"needle."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"have you ever used it?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"arya stark";"once or twice."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"arya stark";"valyrian steel."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"jealous?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"arya stark";"too heavy for me."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"where  you before? i couldo ve used your help with sansa."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"arya stark";"she does not like your queen, does she?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"sansa thinks she is smarter than everyone."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"arya stark";"she is the smartest person i have ever met."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"now you are defending her?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"you?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"arya stark";"i am defending our family. so is she."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"yeah. i am her family too."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"arya stark";"do not forget that."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"qyburn";"your grace, i am afraid i bring terrible news. the dead have broken through the wall."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"cersei lannister";"good."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"yara greyjoy";"why do not you just get it over with and kill me?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"euron greyjoy";"but we are family. the last greyjoys left in the world. the last ones with balls anyway."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"euron greyjoy";"if i kill you who can i talk to? hmm?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"euron greyjoy";"i have got a crew full of mutes. it gets lonely at sea."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"yara greyjoy";"are we in king's landing?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"euron greyjoy";"mm."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"yara greyjoy";"you picked the losing side."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"euron greyjoy";"then i will sail the iron fleet somewhere else."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"euron greyjoy";"but first i am gonna fuck the queen."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"cersei lannister";"twenty-thousand men, is it?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"harry";"yes, your grace. a few died in transit."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"euron greyjoy";"they cheated at dice. or maybe i cheated. someone cheated. they  not good fighters. you will not miss them."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"cersei lannister";"horses?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"harry";"two thousand."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"cersei lannister";"and elephants?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"harry";"uh, no elephants, your grace."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"cersei lannister";"that is disappointing. i was told the golden company had elephants."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"harry";"they are excellent beasts, your grace, but not -suited to long sea voyages."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"cersei lannister";"in any event, you are most welcome here in king's landing, captain strickland."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"harry";"we look forward to fighting on your behalf, your grace."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"euron greyjoy";"am i most welcome here?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"cersei lannister";"you are a true friend of the crown and an honored guest."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"euron greyjoy";"good. as a true friend and an honored guest"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"euron greyjoy";"i was hoping we could talk in private."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"cersei lannister";"after the war. that was our agreement."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"euron greyjoy";"wars sometimes last years."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"cersei lannister";"you want a whore, buy one. you want a queen, earn her."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"euron greyjoy";"how?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"euron greyjoy";"i have given her justice, an army, and the iron fleet, yet she gives me no sign of affection. my heart is nearly broken."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"cersei lannister";"you are insolent. i have executed men for less."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"euron greyjoy";"they  lesser men."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"dirah";"i hear the dragon burnt up a thousand lannister men."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"crayah";"burnt up some of my favorite boys."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"dirah";"archie, was it?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"crayah";"and william."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"dirah";"tall handsome william?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"crayah";"yeah, tall handsome william."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"dirah";"they said what is left of him could fit in a wine glass."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"bronn";"i am the only man you ever met who shot a dragon."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"crayah";"did you?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"bronn";"nearly killed it."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"marei";"that is brave."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"crayah";"that boy eddie."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"dirah";"the ginger?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"crayah";"that is him. came back with his face burnt right off. he is got no eyelids now."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"dirah";"how does he sleep with no eyelids?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"bronn";"all right, can we stop talking about the fucking dragons now?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"qyburn";"ser bronn of the blackwater."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"bronn";"you are kidding me."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"qyburn";"apologies for the interruption, but the queen did urge me to hurry."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"bronn";"sorry, ladies. another time perhaps."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"crayah";"you ever get lonely; i am partial to older gentlemen."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"qyburn";"poor girl. the pox will take her within the year."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"bronn";"which girl?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"qyburn";"the queen's brothers made promises to you and broke them. her grace wants to rectify their mistake."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"bronn";"she once gave me a castle and a wife, then rectified me right out of them."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"qyburn";"that was ser jaime's doing, not hers. when queen cersei wants something, she pays in advance and in gold. several chests of it, in fact. waiting for you in a wagon just outside."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"bronn";"so, she wants to murder someone, but she can not send her soldiers. if it is the dragon queen she is after-"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"qyburn";"she has other plans for the targaryen girl."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"bronn";"yeah, , good luck with that."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"qyburn";"our queen's brothers are unlikely to survive their northern adventures. but in the event that they do-"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"qyburn";"she has a keen sense of poetic justice."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"bronn";"that fucking family."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"qyburn";"when the citadel expelled me, i thought i would die poor and alone, but in exchange for my service, queen cersei made me her hand. what would she do for the man who rids her of her treasonous brothers?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"cersei lannister";"i wanted those elephants."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"euron greyjoy";"so, how do i compare to the fat king?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"cersei lannister";"you are insulting my late husband?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"euron greyjoy";"are you offended?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"cersei lannister";"robert had a different whore every night, but he still did not know his way around a woman's body."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"euron greyjoy";"and the kingslayer?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"cersei lannister";"you enjoy risking your neck, do not you?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"euron greyjoy";"life is boring."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"cersei lannister";"you are not boring, i will give you that."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"euron greyjoy";"do i please the queen?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"cersei lannister";"you might be the most arrogant man i have ever met. i like that."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"cersei lannister";"but now i want to be alone."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"euron greyjoy";"i am going to put a prince in your belly."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"yara greyjoy";"euron can not defend the iron islands, not if he is in king's landing with all his men and his ships."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"yara greyjoy";"we can take our home back."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"theon greyjoy";"daenerys went north."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"yara greyjoy";"daenerys will need somewhere to retreat if they can not hold the north. somewhere the dead can not go."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"theon greyjoy";"you are my queen. i go where you command."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"yara greyjoy";"you want to go to winterfell. to fight for the starks. go. what is dead may never die."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"theon greyjoy";"what is dead may never die."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"yara greyjoy";"but kill the bastards anyway."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"wolkan";"welcome back, my lady. if you would follow me"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"varys";"the karstarks."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"tyrion lannister";"one of the better sigils. beats an onion, anyway."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"davos";"can not argue with that."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"davos";"not so long ago, the starks and the karstarks  slaughtering each other on the battlefield. jon snow brought peace to the houses."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"tyrion lannister";"and our queen is grateful."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"davos";"her gratitude is lovely, but that is not my point. the northmen are loyal to jon snow, not to her. they do not know her. the free folk do not know her. i have been up here a while, and i am telling you, they are stubborn as goats. you want their loyalty, you have to earn it."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"tyrion lannister";"i sense that you are leading to a proposal."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"davos";"a proposal is what i am proposing. on the off chance that we survive the night king, what if the seven kingdoms, for once in their whole shit history,  ruled by a just woman and an honorable man?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"tyrion lannister";"they do make a handsome couple."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"varys";"you overestimate our influence. jon and daenerys do not want to listen to lonely old men."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"tyrion lannister";"i am not that old."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"tyrion lannister";"not as old as him."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"tyrion lannister";"our queen respects the wisdom of age."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"varys";"of course she does. respect is how the young keep us at a distance, so we do not remind them of an unpleasant truth."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"tyrion lannister";"what is that?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"varys";"nothing lasts."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"daenerys targaryen";"your sister does not like me."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"she does not know you. if it makes you feel any better, she did not like me either when we  growing up."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"daenerys targaryen";"she does not need to be my friend but i am her queen. if she can not respect me-"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"daenerys targaryen";"how many today?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"dothraki man";"only eighteen goats and eleven sheep."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"what is the matter?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"daenerys targaryen";"the dragons are barely eating."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"what is wrong with them?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"daenerys targaryen";"they do not like the north."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"daenerys targaryen";"go on."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"i do not know how to ride a dragon."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"daenerys targaryen";"nobody does. until they ride a dragon."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"what if he does not want me to?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"daenerys targaryen";"then i have enjoyed your company, jon snow."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"what do i hold onto?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"daenerys targaryen";"whatever you can."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"you have completely ruined horses for me."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"daenerys targaryen";"we could stay a thousand years-"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"daenerys targaryen";"no one would find us."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"we would be pretty old."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"it is cold up here for a southern girl."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"daenerys targaryen";"so keep your queen warm."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"daenerys targaryen";"do not be afraid."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"man";"gendry?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"man";"he is here."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"gendry baratheon";"it is not easy making a blade that big with dragonglass."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sandor";"you are saying you are good, is that it?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"gendry baratheon";"i am just saying it is a tricky material to-"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sandor";"you know who makes weapons for the wildlings? cripples and cocksuckers. which one are you?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"arya stark";"leave him be."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sandor";"i heard you  here. you left me to die."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"arya stark";"first i robbed you."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sandor";"you are a cold little bitch, are not you? guess that is why you are still alive."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"arya stark";"that was a nice ax you made for him. you have gotten better."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"gendry baratheon";"yeah, thanks. so have you."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"gendry baratheon";"i mean, you look good."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"arya stark";"thanks. so do you."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"gendry baratheon";"it is not a bad place to grow up, if it was not so cold."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"arya stark";"stay close to that forge, then."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"gendry baratheon";"is that a command, lady stark?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"arya stark";"do not call me that."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"gendry baratheon";"as you wish, milady."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"arya stark";"here's my wish."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"arya stark";"can you make it?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"gendry baratheon";"what do you need something like this for?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"arya stark";"can you make it or not?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"gendry baratheon";"you already have a sword. what is that?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"gendry baratheon";"it is valyrian steel. i always knew you  just another rich girl."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"arya stark";"you do not know any other rich girls."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sansa stark";"come in."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sansa stark";"lord glover wishes us good fortune, but he is staying in deepwood motte with his men."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"house glover will stand behind house stark as we have for a thousand years."" is not that what he said?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sansa stark";"i will stand behind jon snow,"" he said."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sansa stark";"the king in the north."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"i told you we needed allies."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sansa stark";"you did not tell me you  going to abandon your crown."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"i never wanted a crown. all i wanted was to protect the north. i brought two armies home with me, two dragons."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sansa stark";"and a targaryen queen."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"do you think we can beat the army of the dead without her? i fought them, sansa. twice. you want to worry about who holds what title, i am telling you it does not matter. without her, we do not stand a chance."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"do you have any faith in me at all?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sansa stark";"you know i do."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"she will be a good queen. for all of us. she is not her father."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sansa stark";"no, she is much prettier."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sansa stark";"did you bend the knee to save the north or because you love her?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sam tarly";"oh!"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"daenerys targaryen";"so you are the man?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sam tarly";"um. which man am i, your grace?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"daenerys targaryen";"the one who saved ser jorah when no one else could."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jorah mormont";"they could, they just would not."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"daenerys targaryen";"i will have to make some changes in the citadel when i take my throne. a great service merits a great reward."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sam tarly";"oh, it is my honor to serve you, your grace."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"daenerys targaryen";" , there must be something i could give you."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sam tarly";"if it is not too much trouble, i could use a pardon."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"daenerys targaryen";"for what crime?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sam tarly";"um, i borrowed a few books from the citadel."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sam tarly";"and also a sword."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"daenerys targaryen";"from the citadel?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sam tarly";"from my family. it is been in house tarly for generations."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sam tarly";"it wouldo ve been mine anyway, eventually, but my father had other ideas."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"daenerys targaryen";"not randyll tarly?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sam tarly";"you know him?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"daenerys targaryen";"i offered to let him retain his lands and titles if he bent the knee. he refused."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sam tarly";"  at least i will be allowed home again, now that my brother's the lord."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"daenerys targaryen";"your brother stood with your father."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sam tarly";"hm. thank you, your grace. for telling me. and m- may i?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"daenerys targaryen";"of course."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sam tarly";"what are you doing out here?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"bran stark";"waiting, for an old friend. it is time to tell jon the truth."
